date,store,product,category,units_sold,unit_price,discount_applied,payment_method
2024-11-30,Lagos Mall,Detergent-2 KG,House hold,143,3104.4,0.1,cash
2021-01-20,lagos mall,Detergent-2 KG,Household,-4,6735.61,,Cash
2023-09-10,Port Harcourt Outlet,Soap-Bar,Personal Care,115,7131.93,0.0,
2022-04-28,lagos mall,Detergent 2kg,Groceries,34,6231.25,0.1,
2022-10-28,Lagos Mall,Detergent 2kg,Household,72,3019.11,0.1,Cash
2021-10-20,lagos mall,Cooking Oil 1L,Household,20,2332.77,,
2023-06-13,Ibadan Plaza,Soap Bar,House hold,139,6065.4,0.15,Cash
2024-04-26,Abuja Central,rice 5kg,Groceries,-4,7803.47,0.0,cash
2021-01-27,Port Harcourt Outlet,Cooking Oil 1 Liter,grocery,113,8643.05,0.15,POS
2022-08-05,lagos mall,Detergent 2kg,grocery,31,2764.68,0.1,Transfer
2024-02-06,Abuja Central,Cooking Oil 1 Liter,Groceries,99,8921.01,0.1,
2024-08-16,Lagos Mall,Rice-5 KG,Groceries,29,5410.84,0.1,cash
2021-01-23,lagos mall,Soap Bar,Personal Care,107,5336.67,0.1,cash
2023-03-10,Abuja Central,Sugar 1kg,Personal Care,67,6348.01,0.1,pos
,lagos mall,Detergent-2 KG,Household,60,6256.51,,
2022-05-10,lagos mall,Toothpaste,Personal Care,140,7507.68,0.0,
2020-05-26,lagos mall,Detergent-2 KG,Groceries,86,884.77,,pos
2024-06-15,Abuja Central,Tooth paste,Groceries,89,4759.31,0.05,pos
2021-01-19,Port Harcourt Outlet,Detergent 2kg,grocery,65,7549.34,0.15,Cash
2022-04-13,Abuja Central,Rice-5 KG,Groceries,61,1596.37,0.15,cash
2021-07-21,Lagos Mall,Soap-Bar,personal care,94,5778.7,0.1,Cash
2022-10-10,Ibadan Plaza,Rice-5 KG,personal care,1,5306.51,0.15,POS
2023-12-31,Abuja Central,Soap Bar,personal care,44,4076.17,0.15,pos
2021-11-15,Ibadan Plaza,Toothpaste,House hold,-3,8337.2,0.1,pos
2021-01-05,Abuja Central,Sugar 1 KG,grocery,46,6816.49,0.1,cash
2022-04-20,lagos mall,Detergent 2kg,grocery,78,6428.84,0.05,Cash
2022-04-29,Lagos Mall,Soap-Bar,House hold,119,997.32,0.05,pos
2020-11-22,Lagos Mall,Cooking Oil 1L,Groceries,48,799.99,0.15,Transfer
2024-04-22,Ibadan Plaza,Toothpaste,Household,36,7506.77,,
2024-10-15,Lagos Mall,Sugar 1 KG,Household,16,1767.88,,
2023-03-10,Abuja Central,Rice 5kg,personal care,64,2524.88,0.1,Transfer
,Lagos Mall,Cooking Oil 1 Liter,grocery,102,4415.67,0.1,Cash
2021-11-30,Abuja Central,Cooking Oil 1 Liter,House hold,148,7036.58,0.15,Transfer
2022-02-11,Ibadan Plaza,Cooking Oil 1 Liter,Household,59,5170.91,0.0,POS
2020-06-22,Lagos Mall,Rice-5 KG,Groceries,54,8814.03,,Cash
2022-04-17,Lagos Mall,Cooking Oil 1L,personal care,77,8362.65,,Cash
,Lagos Mall,Cooking Oil 1 Liter,House hold,27,6114.27,0.0,pos
2021-10-07,Ibadan Plaza,Rice-5 KG,House hold,11,7523.39,0.05,Cash
2020-06-02,Abuja Central,Detergent 2kg,personal care,38,3307.01,0.0,cash
2022-08-14,Port Harcourt Outlet,Sugar 1kg,Groceries,134,7879.37,0.1,POS
2024-10-30,Lagos Mall,Sugar 1 KG,grocery,62,1376.93,0.1,cash
2021-12-07,Abuja Central,Soap-Bar,Household,135,8206.89,0.05,
2023-06-18,Abuja Central,Soap Bar,Personal Care,51,2610.48,0.05,
2024-01-22,Ibadan Plaza,Cooking Oil 1L,House hold,98,5849.89,0.0,Cash
2021-03-04,lagos mall,Sugar 1 KG,Groceries,116,6066.97,0.05,Cash
2020-06-11,Abuja Central,Sugar 1kg,Household,41,7292.71,,pos
2022-08-04,Abuja Central,Rice 5kg,grocery,90,371.95,,Transfer
2022-06-21,lagos mall,Detergent 2kg,Household,116,7306.75,0.0,
2023-10-23,Lagos Mall,Tooth paste,House hold,94,8551.06,0.15,POS
2024-02-21,Ibadan Plaza,Rice 5kg,Household,100,6705.59,0.05,Cash
2020-05-18,Lagos Mall,Soap Bar,Personal Care,67,1354.8,0.1,Cash
2021-11-02,Abuja Central,Detergent-2 KG,Household,0,5345.84,,Transfer
2023-06-26,lagos mall,Soap-Bar,Groceries,129,5744.99,0.1,Transfer
2023-08-10,lagos mall,Soap-Bar,Personal Care,75,4893.37,0.15,cash
2024-11-27,lagos mall,Toothpaste,Household,71,1452.22,0.0,Transfer
2024-10-22,Ibadan Plaza,Sugar 1 KG,grocery,35,2366.54,0.15,Cash
2024-10-21,Abuja Central,Sugar 1kg,personal care,132,6944.57,0.05,Transfer
2021-12-31,Lagos Mall,Toothpaste,House hold,31,2221.38,0.15,pos
2021-02-18,Ibadan Plaza,Soap Bar,Household,29,7500.81,0.05,Cash
2023-05-22,Port Harcourt Outlet,rice 5kg,Groceries,86,1574.74,0.1,Cash
2022-03-01,Port Harcourt Outlet,rice 5kg,Personal Care,89,474.47,0.15,Transfer
2023-07-07,Lagos Mall,Sugar 1 KG,grocery,115,5135.68,0.0,pos
2024-07-22,Port Harcourt Outlet,Cooking Oil 1L,House hold,145,1091.39,,Cash
2022-05-25,Abuja Central,Soap-Bar,grocery,47,4868.92,0.1,pos
2022-02-19,Ibadan Plaza,Soap-Bar,personal care,115,1938.53,0.0,pos
2023-06-06,Lagos Mall,Soap-Bar,personal care,29,6783.51,0.0,
,Ibadan Plaza,Rice 5kg,grocery,69,1288.46,0.0,cash
2022-07-30,lagos mall,Soap Bar,House hold,40,3665.12,0.05,Transfer
2022-06-12,Port Harcourt Outlet,Sugar 1 KG,personal care,129,6632.06,0.1,Cash
2024-03-24,Abuja Central,Detergent 2kg,Personal Care,129,4998.32,0.1,pos
2021-03-09,lagos mall,Soap Bar,grocery,50,986.47,0.05,Cash
2021-03-27,Abuja Central,Rice-5 KG,Personal Care,80,6266.9,0.1,
2023-10-14,lagos mall,Cooking Oil 1 Liter,Groceries,20,5386.37,0.1,Cash
2023-03-19,Lagos Mall,Rice 5kg,House hold,70,3033.28,0.15,pos
2020-10-15,lagos mall,Detergent-2 KG,Groceries,43,8787.31,0.1,POS
2024-09-30,Ibadan Plaza,Cooking Oil 1 Liter,personal care,67,1123.23,0.15,
2021-10-20,lagos mall,Detergent 2kg,Groceries,86,4790.72,0.15,pos
2024-07-19,Port Harcourt Outlet,Soap Bar,House hold,45,3260.41,0.05,cash
2020-09-25,lagos mall,Soap Bar,Household,33,4618.27,0.05,pos
2023-02-23,lagos mall,rice 5kg,grocery,135,1727.49,,POS
2022-10-22,Abuja Central,Sugar 1 KG,Personal Care,71,4643.11,0.1,POS
2021-05-14,Port Harcourt Outlet,Detergent 2kg,personal care,127,2006.91,0.1,Transfer
2020-01-20,Abuja Central,Soap-Bar,House hold,60,1624.06,0.1,
2022-09-23,Ibadan Plaza,rice 5kg,Groceries,81,8369.89,,cash
2021-04-15,lagos mall,Detergent 2kg,Personal Care,17,3452.35,,
2023-07-06,Ibadan Plaza,Cooking Oil 1L,Personal Care,102,4905.57,0.1,Transfer
2021-06-09,lagos mall,Cooking Oil 1 Liter,grocery,133,4898.98,0.15,cash
2024-10-14,Lagos Mall,Tooth paste,Groceries,149,2975.54,0.15,pos
2023-10-16,Lagos Mall,Toothpaste,personal care,85,5540.02,0.1,POS
2020-01-27,Ibadan Plaza,Detergent 2kg,Household,63,2892.03,0.05,pos
2022-01-17,Port Harcourt Outlet,Detergent-2 KG,House hold,104,1358.19,0.0,POS
2024-10-25,Ibadan Plaza,Sugar 1 KG,Personal Care,12,8201.44,0.0,
2022-11-25,Abuja Central,Rice-5 KG,House hold,127,4229.07,0.15,Transfer
2021-01-16,Lagos Mall,Detergent-2 KG,Personal Care,66,1857.73,0.1,POS
2021-03-15,Lagos Mall,rice 5kg,Household,90,848.6,0.05,POS
2023-06-18,Port Harcourt Outlet,Tooth paste,Groceries,56,8806.13,0.15,Cash
2023-08-27,Ibadan Plaza,Cooking Oil 1L,Household,83,3879.33,0.05,Cash
2020-08-06,lagos mall,Cooking Oil 1 Liter,personal care,101,2030.82,0.15,Cash
2021-07-21,Lagos Mall,Detergent 2kg,grocery,116,7118.73,,Cash
2020-05-07,Lagos Mall,Rice 5kg,House hold,101,1480.45,0.1,POS
2022-12-17,Port Harcourt Outlet,Rice-5 KG,House hold,66,4758.6,0.1,Cash
2020-07-13,Port Harcourt Outlet,Cooking Oil 1L,Groceries,10,1141.7,0.1,Transfer
2023-08-16,Ibadan Plaza,Rice 5kg,Groceries,23,2287.36,,pos
2023-10-07,Ibadan Plaza,Sugar 1kg,personal care,111,8689.29,,Transfer
2021-05-20,Lagos Mall,Toothpaste,Household,49,3697.93,0.05,POS
2020-05-04,Ibadan Plaza,Detergent-2 KG,House hold,88,731.09,0.1,cash
2023-05-21,Abuja Central,Detergent 2kg,Personal Care,48,5084.47,0.0,Transfer
2023-01-31,Port Harcourt Outlet,Sugar 1kg,personal care,55,2222.79,0.05,Cash
2023-12-15,Port Harcourt Outlet,Soap Bar,Personal Care,124,5890.68,0.15,pos
2023-06-15,Lagos Mall,Detergent 2kg,grocery,141,6874.46,0.15,Transfer
2021-04-11,lagos mall,Detergent 2kg,Personal Care,142,6664.34,,cash
2022-07-30,lagos mall,Soap Bar,House hold,40,3665.12,0.05,Transfer
2022-01-05,Port Harcourt Outlet,Sugar 1kg,Household,74,7174.96,0.05,Transfer
2020-08-31,Lagos Mall,Sugar 1 KG,Household,139,8133.22,0.1,Cash
2021-06-23,Ibadan Plaza,Rice 5kg,personal care,14,6511.36,0.05,
2022-09-06,Port Harcourt Outlet,Detergent 2kg,Household,56,8355.09,0.15,
2020-10-27,Ibadan Plaza,Toothpaste,grocery,116,3994.25,,pos
2024-12-09,Abuja Central,rice 5kg,Groceries,20,8568.29,0.1,Cash
2023-12-25,lagos mall,Cooking Oil 1 Liter,personal care,71,8106.28,0.1,
2024-12-06,Abuja Central,Detergent-2 KG,Household,61,4115.73,0.15,
2021-11-30,Lagos Mall,Soap-Bar,personal care,26,8972.42,0.0,Cash
2022-02-28,lagos mall,Detergent-2 KG,Household,130,6495.33,0.15,cash
2023-04-06,Ibadan Plaza,Sugar 1kg,Household,123,4547.22,,pos
2024-03-22,Abuja Central,Sugar 1kg,personal care,63,6008.59,0.15,Transfer
2021-10-03,Lagos Mall,Cooking Oil 1 Liter,grocery,37,6694.54,,cash
2020-03-05,lagos mall,Soap Bar,Personal Care,107,5753.81,0.1,Cash
2022-05-07,Abuja Central,Cooking Oil 1 Liter,House hold,8,7938.08,0.05,Transfer
2020-12-10,Port Harcourt Outlet,Soap Bar,grocery,19,1908.28,0.15,cash
2024-12-01,lagos mall,Detergent 2kg,personal care,59,7850.62,0.15,Cash
2022-05-23,Abuja Central,Detergent 2kg,Household,19,5635.11,0.05,Cash
2023-09-26,lagos mall,Tooth paste,personal care,68,4886.86,0.15,cash
2020-11-16,Port Harcourt Outlet,Toothpaste,Personal Care,46,1905.42,0.0,Cash
2021-06-03,Lagos Mall,Rice 5kg,grocery,106,8114.55,0.1,cash
2024-11-27,lagos mall,rice 5kg,personal care,141,6033.42,0.05,pos
2020-07-21,Lagos Mall,Cooking Oil 1 Liter,Personal Care,76,4477.47,0.15,Cash
2024-01-30,Lagos Mall,rice 5kg,Groceries,68,4957.88,0.05,Transfer
2024-04-27,Lagos Mall,Sugar 1 KG,grocery,-8,5666.53,0.15,Cash
2022-03-03,Lagos Mall,Detergent 2kg,grocery,73,8025.04,0.05,Cash
2024-09-06,Port Harcourt Outlet,Rice 5kg,Personal Care,59,462.54,0.0,Cash
2023-02-17,Lagos Mall,Sugar 1 KG,personal care,27,7099.12,0.15,POS
2022-08-22,Ibadan Plaza,Rice 5kg,Household,75,5312.81,0.05,
2023-04-30,Abuja Central,Detergent-2 KG,Personal Care,132,6001.55,,
2020-06-23,Lagos Mall,Cooking Oil 1 Liter,House hold,40,1994.12,0.0,
2021-07-16,lagos mall,Soap Bar,Groceries,108,5230.29,0.15,pos
2023-08-30,Lagos Mall,Detergent 2kg,Personal Care,119,2594.38,0.1,Transfer
2023-05-19,Lagos Mall,Soap-Bar,grocery,105,5228.57,0.1,POS
2023-09-28,Port Harcourt Outlet,Sugar 1kg,personal care,30,5053.13,0.15,pos
2023-07-03,Port Harcourt Outlet,rice 5kg,Groceries,108,4600.24,,pos
2020-10-15,Port Harcourt Outlet,Rice-5 KG,Household,68,7259.59,0.1,POS
2021-05-13,Port Harcourt Outlet,Cooking Oil 1 Liter,Household,65,5627.61,0.1,POS
2023-10-23,Abuja Central,Cooking Oil 1L,grocery,9,4301.29,0.05,cash
2021-10-27,Ibadan Plaza,Sugar 1kg,grocery,81,7397.94,0.0,Cash
2020-03-29,lagos mall,Toothpaste,Groceries,129,2404.63,0.15,pos
2024-06-27,Ibadan Plaza,Detergent-2 KG,Groceries,63,1001.78,0.1,Transfer
,Port Harcourt Outlet,Soap-Bar,Groceries,90,6073.69,0.1,Transfer
2021-01-05,lagos mall,Sugar 1 KG,Groceries,40,7730.3,0.1,cash
2022-04-06,Lagos Mall,Sugar 1kg,grocery,85,6387.46,0.05,Cash
2022-05-11,Port Harcourt Outlet,Tooth paste,Personal Care,25,5050.3,0.05,
2020-01-07,Lagos Mall,Sugar 1 KG,Personal Care,95,6106.5,0.15,Transfer
2021-07-30,lagos mall,Rice 5kg,House hold,133,7561.34,,
2024-09-29,lagos mall,Soap-Bar,Personal Care,100,3513.46,0.05,cash
2024-07-22,Abuja Central,Toothpaste,Household,73,1565.2,0.05,
2024-10-30,Port Harcourt Outlet,Detergent-2 KG,Groceries,34,3267.48,0.15,POS
2024-11-07,lagos mall,Toothpaste,Personal Care,97,3897.7,0.1,
2023-07-03,Port Harcourt Outlet,Sugar 1 KG,Groceries,75,6415.15,0.15,
2020-07-07,Abuja Central,Detergent 2kg,grocery,112,1685.83,0.05,Transfer
2021-10-26,Port Harcourt Outlet,Sugar 1 KG,personal care,122,3000.67,0.0,Transfer
2021-02-25,Port Harcourt Outlet,Detergent-2 KG,House hold,35,8737.35,0.05,POS
2024-11-04,Abuja Central,rice 5kg,Household,9,5245.73,0.0,
2023-06-21,Abuja Central,Tooth paste,Household,41,2596.86,0.05,cash
2020-05-05,lagos mall,Rice 5kg,grocery,110,1182.13,0.05,Cash
2024-06-03,Abuja Central,Cooking Oil 1L,personal care,83,6942.31,0.0,POS
2021-12-24,Lagos Mall,Detergent-2 KG,Groceries,15,2822.41,0.0,Transfer
2021-05-22,Lagos Mall,rice 5kg,grocery,27,4065.79,0.1,pos
2024-10-17,Ibadan Plaza,Detergent 2kg,Groceries,73,6420.01,0.0,POS
2021-12-29,Abuja Central,Rice 5kg,Household,75,3468.51,0.0,Transfer
2024-02-03,Ibadan Plaza,Toothpaste,Personal Care,127,4558.31,0.05,cash
2021-12-19,lagos mall,Cooking Oil 1L,Household,135,4175.93,,pos
2024-11-01,Lagos Mall,Detergent 2kg,Groceries,121,1550.34,0.15,POS
2020-10-25,Lagos Mall,Cooking Oil 1L,personal care,21,516.13,,
2023-03-02,Lagos Mall,Toothpaste,grocery,45,6454.02,0.15,Transfer
2020-06-16,Port Harcourt Outlet,Cooking Oil 1L,House hold,73,933.56,,cash
2022-06-22,Ibadan Plaza,Tooth paste,personal care,69,4189.94,0.15,POS
2021-11-06,Port Harcourt Outlet,rice 5kg,House hold,136,6168.23,0.1,Cash
2022-06-28,lagos mall,Cooking Oil 1L,Personal Care,137,2454.97,,POS
2023-02-25,Abuja Central,Sugar 1kg,Groceries,8,1686.37,0.05,
2023-11-20,Abuja Central,Tooth paste,Household,89,903.58,0.05,POS
2023-06-08,Lagos Mall,Soap-Bar,grocery,-4,8253.51,0.0,
2024-05-23,Port Harcourt Outlet,Sugar 1 KG,grocery,25,4783.13,0.05,pos
,Port Harcourt Outlet,Detergent-2 KG,Groceries,2,894.31,0.1,pos
2024-01-03,Abuja Central,Sugar 1kg,grocery,7,1589.81,0.1,Cash
2020-04-19,Port Harcourt Outlet,Tooth paste,Personal Care,121,4125.33,,
2024-03-30,Ibadan Plaza,Cooking Oil 1L,Groceries,71,4229.98,,POS
2021-01-01,lagos mall,Tooth paste,personal care,109,1054.62,0.1,POS
2020-01-24,Ibadan Plaza,Sugar 1 KG,personal care,69,3260.98,0.1,cash
2021-06-01,Ibadan Plaza,Detergent 2kg,Household,8,3779.55,,pos
2024-11-25,lagos mall,Tooth paste,Personal Care,47,7698.08,0.1,POS
2023-02-27,lagos mall,Cooking Oil 1L,grocery,3,3413.53,0.15,cash
2020-06-29,Ibadan Plaza,Rice-5 KG,grocery,58,5655.78,0.0,Transfer
2022-02-22,Abuja Central,Sugar 1kg,personal care,111,1571.43,0.15,pos
2020-06-04,Port Harcourt Outlet,Detergent 2kg,grocery,58,8926.76,0.1,Transfer
2021-03-10,Lagos Mall,Cooking Oil 1 Liter,Groceries,134,5972.38,0.15,Cash
2022-03-28,Lagos Mall,Rice-5 KG,House hold,95,5948.03,,Transfer
2021-12-08,Ibadan Plaza,Sugar 1kg,House hold,97,7794.85,0.05,POS
2020-12-31,Lagos Mall,Detergent 2kg,grocery,44,980.46,0.1,POS
2023-04-17,lagos mall,Cooking Oil 1 Liter,Personal Care,89,1255.37,0.15,pos
2024-11-09,lagos mall,Tooth paste,House hold,131,3722.53,,pos
2021-03-25,Abuja Central,Sugar 1 KG,Personal Care,124,4341.99,0.15,cash
2020-12-27,Abuja Central,rice 5kg,personal care,28,2035.17,0.15,POS
2024-03-14,Ibadan Plaza,Sugar 1 KG,Groceries,9,4642.37,0.15,POS
2022-09-08,Lagos Mall,Toothpaste,House hold,120,4241.69,0.05,
2021-08-02,Ibadan Plaza,Soap Bar,personal care,87,6053.87,0.0,POS
2020-09-13,Ibadan Plaza,Detergent 2kg,House hold,27,2059.24,0.15,cash
2023-10-19,Port Harcourt Outlet,Detergent-2 KG,Personal Care,-3,1990.08,0.0,
2023-03-09,Ibadan Plaza,Detergent 2kg,personal care,71,3119.41,0.05,
2021-12-20,Lagos Mall,Tooth paste,Personal Care,81,7907.45,0.15,Cash
2020-01-04,lagos mall,Soap-Bar,House hold,138,2982.29,,POS
2021-11-17,Abuja Central,Tooth paste,grocery,100,4732.3,0.05,pos
2024-05-09,Ibadan Plaza,Soap Bar,House hold,109,5801.73,0.0,Transfer
2020-01-30,Abuja Central,Toothpaste,grocery,139,5801.37,0.1,POS
2024-09-03,Ibadan Plaza,Tooth paste,Household,17,1844.21,0.1,pos
2022-05-10,Lagos Mall,Tooth paste,Groceries,134,2902.69,,Cash
2023-03-18,Abuja Central,Cooking Oil 1 Liter,House hold,53,4815.57,,
2023-03-14,Ibadan Plaza,Toothpaste,Groceries,2,4600.04,,Transfer
2020-09-18,Lagos Mall,Cooking Oil 1 Liter,Personal Care,90,4526.56,0.0,
2021-04-16,Ibadan Plaza,Sugar 1kg,Personal Care,105,7298.57,,cash
2020-05-09,Lagos Mall,Sugar 1 KG,grocery,38,4340.17,0.15,POS
2024-09-20,Abuja Central,Sugar 1 KG,Household,131,520.49,0.0,Cash
2024-03-27,Abuja Central,Rice-5 KG,grocery,82,4560.38,,
2020-01-05,lagos mall,Sugar 1kg,personal care,6,4601.45,0.0,
2021-09-06,Ibadan Plaza,Cooking Oil 1 Liter,Personal Care,11,2304.26,0.15,pos
2024-09-11,lagos mall,Sugar 1 KG,personal care,14,4893.24,0.15,Transfer
2024-01-08,Abuja Central,Cooking Oil 1L,Household,93,4933.87,,Transfer
2021-08-16,Ibadan Plaza,Sugar 1 KG,Groceries,-6,6501.63,0.1,pos
2023-12-15,Lagos Mall,Sugar 1 KG,Household,67,5635.61,0.15,cash
2020-07-28,lagos mall,Detergent-2 KG,grocery,73,2278.06,0.1,POS
2023-06-11,lagos mall,Sugar 1kg,Personal Care,84,1716.76,0.05,Cash
2021-12-30,Port Harcourt Outlet,Tooth paste,Household,70,6762.45,0.1,pos
2021-09-19,Port Harcourt Outlet,Tooth paste,grocery,36,8762.85,0.0,POS
2023-11-29,Port Harcourt Outlet,Cooking Oil 1 Liter,House hold,91,2436.38,,cash
2022-03-18,lagos mall,Tooth paste,House hold,122,8820.01,0.15,Cash
2023-08-07,lagos mall,Rice-5 KG,Personal Care,20,4341.08,0.15,Transfer
2022-11-12,Port Harcourt Outlet,Tooth paste,Personal Care,86,8788.96,0.15,
2023-05-17,Abuja Central,rice 5kg,House hold,90,1922.19,0.05,
2024-02-29,Abuja Central,Soap-Bar,personal care,35,4252.33,0.15,
2021-04-11,Lagos Mall,Toothpaste,grocery,58,3833.67,,Transfer
2022-07-01,Lagos Mall,Sugar 1 KG,House hold,81,5773.44,0.0,
2021-07-09,Abuja Central,Tooth paste,Personal Care,98,8789.18,0.15,POS
2020-01-14,Port Harcourt Outlet,rice 5kg,Household,37,2066.81,0.0,
2023-12-17,Abuja Central,Detergent 2kg,House hold,12,1539.5,0.1,
2021-12-02,Abuja Central,Rice-5 KG,Household,13,2881.19,,cash
2020-02-26,Port Harcourt Outlet,Cooking Oil 1 Liter,grocery,91,7086.07,0.05,pos
2022-06-03,Ibadan Plaza,Rice 5kg,Groceries,63,8696.53,0.15,POS
2021-11-27,Abuja Central,rice 5kg,personal care,24,2182.92,0.05,
2020-01-12,Ibadan Plaza,Toothpaste,Groceries,108,3468.82,0.05,POS
2020-10-03,Lagos Mall,Sugar 1 KG,personal care,43,8616.45,0.1,Cash
2023-09-12,Port Harcourt Outlet,Tooth paste,Household,130,991.98,0.0,
2020-06-02,Abuja Central,Detergent 2kg,personal care,38,3307.01,0.0,cash
2023-07-29,Abuja Central,Rice 5kg,House hold,134,7985.92,,
2024-09-11,Lagos Mall,Rice-5 KG,grocery,40,1944.12,0.15,pos
2023-01-14,Abuja Central,Detergent-2 KG,Household,79,5328.62,0.1,POS
2024-01-22,lagos mall,Toothpaste,personal care,137,4708.19,0.1,POS
2020-08-16,Abuja Central,Tooth paste,Groceries,111,1183.47,0.0,pos
2021-08-29,Port Harcourt Outlet,Soap-Bar,Household,7,4652.16,0.05,
2020-05-31,Lagos Mall,Sugar 1 KG,House hold,58,6685.85,,Transfer
2024-07-02,Port Harcourt Outlet,Cooking Oil 1L,Groceries,-5,8417.17,,Cash
2022-11-25,Lagos Mall,Rice 5kg,Personal Care,28,8152.09,0.0,Transfer
2023-05-24,Port Harcourt Outlet,Soap-Bar,Groceries,68,2589.69,0.0,
2022-06-23,lagos mall,Sugar 1 KG,House hold,71,468.72,0.05,
2024-04-08,lagos mall,Tooth paste,personal care,136,5342.82,0.0,Cash
2023-04-06,Ibadan Plaza,rice 5kg,Household,101,1810.15,0.0,POS
2020-05-16,Abuja Central,Soap-Bar,grocery,81,8955.91,0.1,POS
2022-06-02,Lagos Mall,Toothpaste,Personal Care,77,6503.75,,
2024-06-15,lagos mall,Soap-Bar,Household,80,5626.47,,Transfer
2023-11-16,Lagos Mall,Sugar 1 KG,grocery,66,1878.29,0.1,
2020-03-18,lagos mall,Toothpaste,House hold,120,1100.15,0.0,POS
2024-09-12,Ibadan Plaza,Rice 5kg,Personal Care,123,4548.46,0.0,Cash
2022-07-14,Port Harcourt Outlet,Tooth paste,Personal Care,71,2891.17,0.15,Transfer
2022-09-04,Port Harcourt Outlet,rice 5kg,personal care,141,2128.52,0.05,pos
2024-12-29,Lagos Mall,Cooking Oil 1 Liter,Household,-8,6510.94,0.0,
2021-05-29,Lagos Mall,Detergent-2 KG,personal care,13,6758.85,0.15,Cash
2024-01-09,Abuja Central,Tooth paste,Household,38,1059.42,0.15,Transfer
2021-10-09,lagos mall,Rice 5kg,grocery,5,5573.52,0.15,pos
2022-12-05,lagos mall,Detergent 2kg,House hold,13,3572.17,,POS
2020-06-13,Port Harcourt Outlet,Cooking Oil 1L,Personal Care,75,4708.72,0.0,Cash
2023-01-27,lagos mall,Tooth paste,Personal Care,87,2860.98,0.0,Cash
2020-09-28,Abuja Central,rice 5kg,Personal Care,128,4771.31,0.05,cash
2024-11-30,lagos mall,Rice 5kg,Groceries,98,4107.19,0.1,POS
2023-04-15,Port Harcourt Outlet,Soap Bar,Groceries,83,914.25,0.1,pos
2020-10-09,lagos mall,Toothpaste,Household,132,7816.37,0.1,
2020-03-10,Port Harcourt Outlet,Cooking Oil 1 Liter,personal care,69,5102.71,0.05,pos
2020-05-28,Port Harcourt Outlet,Detergent 2kg,Groceries,80,7201.91,,Cash
2024-09-08,Lagos Mall,Soap Bar,personal care,56,1769.97,0.15,cash
,lagos mall,Soap-Bar,Personal Care,35,466.58,0.15,cash
2021-08-01,Ibadan Plaza,Detergent-2 KG,House hold,121,708.11,0.05,cash
2024-11-19,Abuja Central,Sugar 1 KG,Personal Care,137,5346.33,0.15,pos
2020-01-26,Ibadan Plaza,Sugar 1kg,Personal Care,122,4644.39,0.05,
2022-09-06,Port Harcourt Outlet,Sugar 1kg,Personal Care,56,4564.66,0.1,cash
2023-10-26,Ibadan Plaza,Detergent-2 KG,Groceries,9,8125.34,0.15,cash
,Lagos Mall,Detergent 2kg,Household,130,2184.21,0.1,cash
2022-05-12,lagos mall,Detergent-2 KG,Household,126,8187.66,0.05,cash
2021-02-17,Ibadan Plaza,Rice 5kg,Household,65,3133.43,0.05,POS
2021-09-15,Ibadan Plaza,Cooking Oil 1L,Groceries,106,3936.15,0.0,pos
2021-06-30,Abuja Central,Rice 5kg,personal care,130,1131.83,0.1,cash
2024-01-01,Port Harcourt Outlet,Sugar 1 KG,grocery,107,1165.18,0.15,pos
2022-07-31,lagos mall,Detergent 2kg,Personal Care,112,4977.05,0.1,Cash
2020-03-23,Abuja Central,Rice 5kg,Household,71,3703.47,0.1,Transfer
2022-04-25,Abuja Central,Soap-Bar,personal care,114,8669.43,0.1,pos
2022-12-07,Abuja Central,rice 5kg,Household,68,3082.25,0.1,cash
2020-02-12,lagos mall,Sugar 1kg,personal care,92,1442.71,0.0,Cash
2024-01-10,Port Harcourt Outlet,Rice-5 KG,Groceries,53,7540.78,0.0,Transfer
2022-12-10,Ibadan Plaza,Sugar 1kg,Household,96,1666.88,0.0,
2024-12-10,Lagos Mall,Sugar 1kg,Household,145,4335.99,0.1,
2022-09-20,Lagos Mall,Cooking Oil 1L,grocery,0,3130.73,,Transfer
2024-08-10,Ibadan Plaza,Rice-5 KG,personal care,126,7287.85,0.05,pos
2023-03-07,lagos mall,rice 5kg,Personal Care,89,4632.0,0.15,POS
2021-05-04,Ibadan Plaza,Rice 5kg,Personal Care,50,4341.22,0.1,Transfer
2020-06-05,Ibadan Plaza,Tooth paste,grocery,72,3133.33,0.0,
2022-08-08,Ibadan Plaza,rice 5kg,Personal Care,145,7678.76,0.0,Transfer
2020-02-24,Ibadan Plaza,Rice-5 KG,House hold,88,2193.87,,POS
2024-06-28,Lagos Mall,Cooking Oil 1L,Personal Care,85,385.91,0.15,POS
,Lagos Mall,Sugar 1 KG,Personal Care,118,477.53,0.1,cash
2021-01-31,lagos mall,rice 5kg,Household,56,2003.79,,Cash
2021-04-15,lagos mall,Soap-Bar,House hold,52,7099.82,0.15,pos
2023-09-07,Ibadan Plaza,Toothpaste,personal care,6,5039.76,0.0,Cash
2020-01-16,Port Harcourt Outlet,Cooking Oil 1 Liter,personal care,48,5042.93,0.05,POS
2022-04-21,Port Harcourt Outlet,Sugar 1 KG,Personal Care,92,3642.06,0.15,POS
2024-11-14,Abuja Central,rice 5kg,Groceries,95,7180.79,0.05,POS
2023-10-12,Lagos Mall,Cooking Oil 1L,personal care,42,268.53,,
2022-04-22,Port Harcourt Outlet,Cooking Oil 1 Liter,personal care,5,5967.55,0.15,Cash
